Gene	AF16_Control	Gene_2	AF16_Treatment	Gene_3	HK104_Control	Gene_4	HK104_Treatment 
WBGene00087211	1	WBGene00087211	0	WBGene00087211	0	WBGene00087211	0
WBGene00087215	4	WBGene00087215	0	WBGene00087215	1	WBGene00087215	1
WBGene00087216	0	WBGene00087216	0	WBGene00087216	0	WBGene00087216	0
WBGene00087217	4	WBGene00087217	4	WBGene00087217	1	WBGene00087217	6
WBGene00087218	108	WBGene00087218	89	WBGene00087218	155	WBGene00087218	114
WBGene00087219	7	WBGene00087219	5	WBGene00087219	27	WBGene00087219	23
WBGene00087220	0	WBGene00087220	0	WBGene00087220	0	WBGene00087220	1
WBGene00087221	1	WBGene00087221	0	WBGene00087221	4	WBGene00087221	2
WBGene00087222	135	WBGene00087222	98	WBGene00087222	113	WBGene00087222	89
WBGene00087226	2	WBGene00087226	0	WBGene00087226	0	WBGene00087226	0
WBGene00087227	0	WBGene00087227	0	WBGene00087227	0	WBGene00087227	0
WBGene00087228	157	WBGene00087228	137	WBGene00087228	152	WBGene00087228	156
WBGene00087229	2	WBGene00087229	0	WBGene00087229	2	WBGene00087229	0
WBGene00087230	11	WBGene00087230	0	WBGene00087230	38	WBGene00087230	3
WBGene00087232	1335	WBGene00087232	1488	WBGene00087232	1382	WBGene00087232	1458
WBGene00087233	291	WBGene00087233	116	WBGene00087233	329	WBGene00087233	162
WBGene00087236	2	WBGene00087236	1	WBGene00087236	0	WBGene00087236	1
WBGene00087237	1	WBGene00087237	1	WBGene00087237	1	WBGene00087237	9
WBGene00087238	1	WBGene00087238	0	WBGene00087238	1	WBGene00087238	0
WBGene00087239	5	WBGene00087239	4	WBGene00087239	13	WBGene00087239	0
WBGene00087240	128	WBGene00087240	136	WBGene00087240	237	WBGene00087240	183
WBGene00087241	2	WBGene00087241	2	WBGene00087241	2	WBGene00087241	0
WBGene00087242	53	WBGene00087242	32	WBGene00087242	87	WBGene00087242	62
WBGene00087243	1	WBGene00087243	0	WBGene00087243	2	WBGene00087243	0
WBGene00087244	8	WBGene00087244	0	WBGene00087244	4	WBGene00087244	0
WBGene00087246	1	WBGene00087246	1	WBGene00087246	2	WBGene00087246	0
WBGene00087247	0	WBGene00087247	0	WBGene00087247	3	WBGene00087247	0
WBGene00087248	0	WBGene00087248	1	WBGene00087248	0	WBGene00087248	0
WBGene00087250	44	WBGene00087250	38	WBGene00087250	66	WBGene00087250	45
WBGene00087252	265	WBGene00087252	236	WBGene00087252	283	WBGene00087252	210
WBGene00087253	979	WBGene00087253	682	WBGene00087253	951	WBGene00087253	652
WBGene00087258	0	WBGene00087258	0	WBGene00087258	0	WBGene00087258	0
WBGene00087259	3	WBGene00087259	4	WBGene00087259	1	WBGene00087259	2
WBGene00087260	0	WBGene00087260	0	WBGene00087260	0	WBGene00087260	0
WBGene00087264	0	WBGene00087264	0	WBGene00087264	0	WBGene00087264	0
WBGene00087266	90	WBGene00087266	78	WBGene00087266	109	WBGene00087266	104
WBGene00087267	0	WBGene00087267	0	WBGene00087267	1	WBGene00087267	0
WBGene00087268	0	WBGene00087268	0	WBGene00087268	0	WBGene00087268	0
WBGene00087274	0	WBGene00087274	0	WBGene00087274	0	WBGene00087274	0
WBGene00087277	0	WBGene00087277	0	WBGene00087277	1	WBGene00087277	0
WBGene00087278	9	WBGene00087278	4	WBGene00087278	4	WBGene00087278	4
WBGene00087279	0	WBGene00087279	0	WBGene00087279	0	WBGene00087279	0
WBGene00087280	904	WBGene00087280	767	WBGene00087280	994	WBGene00087280	794
WBGene00087281	0	WBGene00087281	0	WBGene00087281	0	WBGene00087281	0
WBGene00087283	0	WBGene00087283	0	WBGene00087283	0	WBGene00087283	0
WBGene00087288	3	WBGene00087288	14	WBGene00087288	3	WBGene00087288	20
WBGene00087292	105	WBGene00087292	63	WBGene00087292	143	WBGene00087292	85
WBGene00087293	557	WBGene00087293	432	WBGene00087293	544	WBGene00087293	511
WBGene00087294	7	WBGene00087294	0	WBGene00087294	9	WBGene00087294	3
WBGene00087295	34	WBGene00087295	15	WBGene00087295	58	WBGene00087295	38
WBGene00087296	2	WBGene00087296	0	WBGene00087296	3	WBGene00087296	1
WBGene00087298	621	WBGene00087298	591	WBGene00087298	621	WBGene00087298	605
WBGene00087299	358	WBGene00087299	224	WBGene00087299	358	WBGene00087299	235
WBGene00087300	0	WBGene00087300	1	WBGene00087300	0	WBGene00087300	0
WBGene00087302	545	WBGene00087302	700	WBGene00087302	920	WBGene00087302	1181
WBGene00087303	18	WBGene00087303	14	WBGene00087303	28	WBGene00087303	12
WBGene00087304	0	WBGene00087304	0	WBGene00087304	0	WBGene00087304	0
WBGene00087305	0	WBGene00087305	0	WBGene00087305	0	WBGene00087305	0
WBGene00087306	69	WBGene00087306	33	WBGene00087306	37	WBGene00087306	15
WBGene00087307	0	WBGene00087307	0	WBGene00087307	0	WBGene00087307	0
WBGene00087308	111	WBGene00087308	65	WBGene00087308	136	WBGene00087308	131
WBGene00087309	1	WBGene00087309	0	WBGene00087309	0	WBGene00087309	0
WBGene00087310	0	WBGene00087310	0	WBGene00087310	0	WBGene00087310	1
WBGene00087311	4	WBGene00087311	2	WBGene00087311	2	WBGene00087311	0
WBGene00087314	5	WBGene00087314	1	WBGene00087314	2	WBGene00087314	3
WBGene00087315	0	WBGene00087315	0	WBGene00087315	4	WBGene00087315	3
WBGene00087317	0	WBGene00087317	0	WBGene00087317	0	WBGene00087317	0
WBGene00087319	1	WBGene00087319	0	WBGene00087319	0	WBGene00087319	0
WBGene00087321	1904	WBGene00087321	1581	WBGene00087321	2181	WBGene00087321	1799
WBGene00087322	23	WBGene00087322	298	WBGene00087322	373	WBGene00087322	13
WBGene00087323	365	WBGene00087323	291	WBGene00087323	302	WBGene00087323	275
WBGene00087328	0	WBGene00087328	0	WBGene00087328	1	WBGene00087328	0
WBGene00087329	0	WBGene00087329	0	WBGene00087329	0	WBGene00087329	0
WBGene00087332	5288	WBGene00087332	5357	WBGene00087332	5148	WBGene00087332	5602
WBGene00087335	4	WBGene00087335	0	WBGene00087335	7	WBGene00087335	3
WBGene00087336	0	WBGene00087336	0	WBGene00087336	0	WBGene00087336	0
WBGene00087337	0	WBGene00087337	0	WBGene00087337	0	WBGene00087337	0
WBGene00087343	34	WBGene00087343	26	WBGene00087343	26	WBGene00087343	48
WBGene00087345	3	WBGene00087345	0	WBGene00087345	1	WBGene00087345	0
WBGene00087346	0	WBGene00087346	0	WBGene00087346	1	WBGene00087346	0
WBGene00087347	0	WBGene00087347	0	WBGene00087347	1	WBGene00087347	0
WBGene00087349	1	WBGene00087349	0	WBGene00087349	1	WBGene00087349	0
WBGene00087351	6	WBGene00087351	1	WBGene00087351	3	WBGene00087351	1
WBGene00087352	0	WBGene00087352	0	WBGene00087352	0	WBGene00087352	0
WBGene00087353	1037	WBGene00087353	1054	WBGene00087353	1085	WBGene00087353	960
WBGene00087355	0	WBGene00087355	0	WBGene00087355	0	WBGene00087355	0
WBGene00087356	16	WBGene00087356	9	WBGene00087356	11	WBGene00087356	2
WBGene00087362	6	WBGene00087362	6	WBGene00087362	10	WBGene00087362	1
WBGene00087363	62	WBGene00087363	25	WBGene00087363	20	WBGene00087363	10
WBGene00087364	0	WBGene00087364	0	WBGene00087364	0	WBGene00087364	0
WBGene00087365	932	WBGene00087365	425	WBGene00087365	984	WBGene00087365	470
WBGene00087366	0	WBGene00087366	0	WBGene00087366	0	WBGene00087366	0
WBGene00087370	12	WBGene00087370	8	WBGene00087370	20	WBGene00087370	24
WBGene00087374	223	WBGene00087374	168	WBGene00087374	173	WBGene00087374	161
WBGene00087376	0	WBGene00087376	0	WBGene00087376	1	WBGene00087376	0
WBGene00087382	1	WBGene00087382	1	WBGene00087382	4	WBGene00087382	0
WBGene00087383	1	WBGene00087383	0	WBGene00087383	0	WBGene00087383	3
WBGene00087384	6	WBGene00087384	2	WBGene00087384	3	WBGene00087384	0
WBGene00087387	61	WBGene00087387	23	WBGene00087387	61	WBGene00087387	28
WBGene00087390	0	WBGene00087390	0	WBGene00087390	0	WBGene00087390	0
WBGene00087392	0	WBGene00087392	0	WBGene00087392	0	WBGene00087392	0
WBGene00087395	0	WBGene00087395	0	WBGene00087395	0	WBGene00087395	0
WBGene00087396	338	WBGene00087396	412	WBGene00087396	371	WBGene00087396	344
WBGene00087397	1	WBGene00087397	0	WBGene00087397	0	WBGene00087397	2
WBGene00087398	0	WBGene00087398	0	WBGene00087398	0	WBGene00087398	0
WBGene00087399	25	WBGene00087399	9	WBGene00087399	76	WBGene00087399	53
WBGene00087403	1	WBGene00087403	0	WBGene00087403	0	WBGene00087403	0
WBGene00087404	1	WBGene00087404	0	WBGene00087404	4	WBGene00087404	1
WBGene00087405	0	WBGene00087405	0	WBGene00087405	0	WBGene00087405	1
WBGene00087407	0	WBGene00087407	0	WBGene00087407	0	WBGene00087407	0
WBGene00087412	12	WBGene00087412	3	WBGene00087412	9	WBGene00087412	1
WBGene00087413	876	WBGene00087413	830	WBGene00087413	881	WBGene00087413	929
WBGene00087414	0	WBGene00087414	0	WBGene00087414	0	WBGene00087414	0
WBGene00087416	0	WBGene00087416	0	WBGene00087416	0	WBGene00087416	0
WBGene00087417	52	WBGene00087417	34	WBGene00087417	17	WBGene00087417	7
WBGene00087422	0	WBGene00087422	0	WBGene00087422	1	WBGene00087422	0
WBGene00087423	241	WBGene00087423	306	WBGene00087423	243	WBGene00087423	255
WBGene00087425	44	WBGene00087425	14	WBGene00087425	54	WBGene00087425	22
WBGene00087427	0	WBGene00087427	0	WBGene00087427	0	WBGene00087427	0
WBGene00087428	928	WBGene00087428	832	WBGene00087428	1126	WBGene00087428	928
WBGene00087430	167	WBGene00087430	92	WBGene00087430	143	WBGene00087430	71
WBGene00087431	2	WBGene00087431	0	WBGene00087431	1	WBGene00087431	1
WBGene00087432	739	WBGene00087432	534	WBGene00087432	863	WBGene00087432	569
WBGene00087433	225	WBGene00087433	129	WBGene00087433	342	WBGene00087433	180
WBGene00087435	184	WBGene00087435	15	WBGene00087435	185	WBGene00087435	9
WBGene00087436	16	WBGene00087436	10	WBGene00087436	36	WBGene00087436	8
WBGene00087437	14	WBGene00087437	9	WBGene00087437	14	WBGene00087437	23
WBGene00087439	11	WBGene00087439	0	WBGene00087439	8	WBGene00087439	0
WBGene00087440	207	WBGene00087440	133	WBGene00087440	171	WBGene00087440	127
WBGene00087441	2	WBGene00087441	3	WBGene00087441	0	WBGene00087441	0
WBGene00087442	38	WBGene00087442	44	WBGene00087442	43	WBGene00087442	42
WBGene00087443	0	WBGene00087443	0	WBGene00087443	0	WBGene00087443	0
WBGene00087444	0	WBGene00087444	0	WBGene00087444	0	WBGene00087444	0
WBGene00087445	3	WBGene00087445	1	WBGene00087445	2	WBGene00087445	0
WBGene00087446	0	WBGene00087446	0	WBGene00087446	1	WBGene00087446	0
WBGene00087447	0	WBGene00087447	0	WBGene00087447	0	WBGene00087447	0
WBGene00087448	0	WBGene00087448	0	WBGene00087448	0	WBGene00087448	0
WBGene00087449	0	WBGene00087449	0	WBGene00087449	0	WBGene00087449	0
WBGene00087450	13	WBGene00087450	4	WBGene00087450	5	WBGene00087450	3
WBGene00087451	0	WBGene00087451	0	WBGene00087451	0	WBGene00087451	0
WBGene00087452	0	WBGene00087452	0	WBGene00087452	0	WBGene00087452	0
WBGene00087453	0	WBGene00087453	1	WBGene00087453	0	WBGene00087453	0
WBGene00087454	0	WBGene00087454	0	WBGene00087454	0	WBGene00087454	0
WBGene00087455	7	WBGene00087455	1	WBGene00087455	0	WBGene00087455	0
WBGene00087458	0	WBGene00087458	0	WBGene00087458	0	WBGene00087458	0
WBGene00087459	0	WBGene00087459	1	WBGene00087459	0	WBGene00087459	0
WBGene00087460	0	WBGene00087460	0	WBGene00087460	0	WBGene00087460	0
WBGene00087461	3	WBGene00087461	0	WBGene00087461	9	WBGene00087461	2
WBGene00087462	0	WBGene00087462	0	WBGene00087462	2	WBGene00087462	0
WBGene00087468	0	WBGene00087468	2	WBGene00087468	2	WBGene00087468	0
WBGene00087469	20	WBGene00087469	11	WBGene00087469	5	WBGene00087469	2
WBGene00087470	27	WBGene00087470	13	WBGene00087470	8	WBGene00087470	1
WBGene00087474	26	WBGene00087474	0	WBGene00087474	7	WBGene00087474	2
WBGene00087475	18	WBGene00087475	19	WBGene00087475	16	WBGene00087475	27
WBGene00087476	4	WBGene00087476	0	WBGene00087476	0	WBGene00087476	0
WBGene00087477	0	WBGene00087477	0	WBGene00087477	0	WBGene00087477	0
WBGene00087478	1	WBGene00087478	0	WBGene00087478	1	WBGene00087478	0
WBGene00087479	9	WBGene00087479	1	WBGene00087479	13	WBGene00087479	1
WBGene00087481	0	WBGene00087481	0	WBGene00087481	0	WBGene00087481	0
WBGene00087482	8	WBGene00087482	16	WBGene00087482	0	WBGene00087482	2
WBGene00087483	19	WBGene00087483	11	WBGene00087483	22	WBGene00087483	9
WBGene00087484	54	WBGene00087484	34	WBGene00087484	49	WBGene00087484	25
WBGene00087486	1	WBGene00087486	0	WBGene00087486	3	WBGene00087486	0
WBGene00087488	0	WBGene00087488	0	WBGene00087488	0	WBGene00087488	56
WBGene00087491	0	WBGene00087491	0	WBGene00087491	0	WBGene00087491	0
WBGene00087494	0	WBGene00087494	0	WBGene00087494	0	WBGene00087494	0
WBGene00087495	57	WBGene00087495	126	WBGene00087495	1	WBGene00087495	3
WBGene00087496	0	WBGene00087496	0	WBGene00087496	0	WBGene00087496	1
WBGene00087497	0	WBGene00087497	0	WBGene00087497	0	WBGene00087497	0
WBGene00087498	2	WBGene00087498	0	WBGene00087498	1	WBGene00087498	0
WBGene00087500	180	WBGene00087500	219	WBGene00087500	370	WBGene00087500	413
WBGene00087502	1	WBGene00087502	0	WBGene00087502	2	WBGene00087502	0
WBGene00087503	16	WBGene00087503	10	WBGene00087503	0	WBGene00087503	0
WBGene00087504	0	WBGene00087504	0	WBGene00087504	147	WBGene00087504	106
WBGene00087508	17	WBGene00087508	7	WBGene00087508	23	WBGene00087508	13
WBGene00087509	2	WBGene00087509	5	WBGene00087509	0	WBGene00087509	2
WBGene00087510	1	WBGene00087510	5	WBGene00087510	12	WBGene00087510	5
WBGene00087511	0	WBGene00087511	0	WBGene00087511	0	WBGene00087511	3
WBGene00087512	0	WBGene00087512	0	WBGene00087512	0	WBGene00087512	0
WBGene00087513	1	WBGene00087513	0	WBGene00087513	3	WBGene00087513	0
WBGene00087514	0	WBGene00087514	0	WBGene00087514	0	WBGene00087514	0
WBGene00087515	0	WBGene00087515	1	WBGene00087515	0	WBGene00087515	1
WBGene00087517	485	WBGene00087517	425	WBGene00087517	264	WBGene00087517	315
WBGene00087518	3	WBGene00087518	1	WBGene00087518	0	WBGene00087518	0
WBGene00087519	1	WBGene00087519	0	WBGene00087519	3	WBGene00087519	0
WBGene00087520	2	WBGene00087520	0	WBGene00087520	7	WBGene00087520	4
WBGene00087521	264	WBGene00087521	182	WBGene00087521	0	WBGene00087521	0
WBGene00087522	5	WBGene00087522	0	WBGene00087522	8	WBGene00087522	0
WBGene00087525	0	WBGene00087525	0	WBGene00087525	0	WBGene00087525	0
WBGene00087526	0	WBGene00087526	0	WBGene00087526	0	WBGene00087526	0
WBGene00087527	0	WBGene00087527	0	WBGene00087527	1	WBGene00087527	2
WBGene00087528	0	WBGene00087528	1	WBGene00087528	0	WBGene00087528	0
WBGene00087529	4	WBGene00087529	0	WBGene00087529	2	WBGene00087529	3
WBGene00087531	53	WBGene00087531	83	WBGene00087531	303	WBGene00087531	244
WBGene00087532	6	WBGene00087532	2	WBGene00087532	6	WBGene00087532	4
WBGene00087534	5	WBGene00087534	10	WBGene00087534	1	WBGene00087534	2
WBGene00087535	14	WBGene00087535	49	WBGene00087535	7	WBGene00087535	1
WBGene00087537	37	WBGene00087537	13	WBGene00087537	41	WBGene00087537	13
WBGene00087538	0	WBGene00087538	2	WBGene00087538	0	WBGene00087538	0
WBGene00087539	1	WBGene00087539	0	WBGene00087539	0	WBGene00087539	0
WBGene00087540	94	WBGene00087540	22	WBGene00087540	102	WBGene00087540	74
WBGene00087541	6	WBGene00087541	3	WBGene00087541	4	WBGene00087541	0
WBGene00087542	6	WBGene00087542	0	WBGene00087542	2	WBGene00087542	0
WBGene00087543	12	WBGene00087543	6	WBGene00087543	2	WBGene00087543	1
WBGene00087545	0	WBGene00087545	0	WBGene00087545	0	WBGene00087545	1
WBGene00087546	0	WBGene00087546	0	WBGene00087546	0	WBGene00087546	0
WBGene00087547	0	WBGene00087547	0	WBGene00087547	2	WBGene00087547	0
WBGene00087548	404	WBGene00087548	266	WBGene00087548	318	WBGene00087548	224
WBGene00087549	1	WBGene00087549	1	WBGene00087549	5	WBGene00087549	3
WBGene00087550	5	WBGene00087550	1	WBGene00087550	6	WBGene00087550	1
WBGene00087551	31	WBGene00087551	42	WBGene00087551	59	WBGene00087551	52
WBGene00087552	109	WBGene00087552	48	WBGene00087552	94	WBGene00087552	51
WBGene00087554	1080	WBGene00087554	1034	WBGene00087554	1111	WBGene00087554	954
WBGene00087555	0	WBGene00087555	1	WBGene00087555	0	WBGene00087555	0
WBGene00087556	8	WBGene00087556	1	WBGene00087556	18	WBGene00087556	7
WBGene00087557	1	WBGene00087557	1	WBGene00087557	0	WBGene00087557	0
WBGene00087558	1	WBGene00087558	6	WBGene00087558	6	WBGene00087558	3
WBGene00087559	4	WBGene00087559	3	WBGene00087559	5	WBGene00087559	4
WBGene00087562	0	WBGene00087562	0	WBGene00087562	0	WBGene00087562	0
WBGene00087564	0	WBGene00087564	0	WBGene00087564	1	WBGene00087564	6
WBGene00087565	0	WBGene00087565	0	WBGene00087565	0	WBGene00087565	0
WBGene00087568	0	WBGene00087568	0	WBGene00087568	0	WBGene00087568	0
WBGene00087571	0	WBGene00087571	0	WBGene00087571	0	WBGene00087571	0
WBGene00087572	0	WBGene00087572	0	WBGene00087572	0	WBGene00087572	0
WBGene00087574	578	WBGene00087574	625	WBGene00087574	906	WBGene00087574	1118
WBGene00087575	0	WBGene00087575	0	WBGene00087575	0	WBGene00087575	0
WBGene00087576	14	WBGene00087576	4	WBGene00087576	28	WBGene00087576	8
WBGene00087578	39	WBGene00087578	22	WBGene00087578	66	WBGene00087578	39
WBGene00087579	0	WBGene00087579	0	WBGene00087579	0	WBGene00087579	0
WBGene00087580	28	WBGene00087580	17	WBGene00087580	29	WBGene00087580	7
WBGene00087581	0	WBGene00087581	0	WBGene00087581	0	WBGene00087581	0
WBGene00087582	0	WBGene00087582	0	WBGene00087582	1	WBGene00087582	1
WBGene00087583	165	WBGene00087583	126	WBGene00087583	184	WBGene00087583	148
WBGene00087584	41	WBGene00087584	42	WBGene00087584	106	WBGene00087584	74
WBGene00087585	0	WBGene00087585	0	WBGene00087585	0	WBGene00087585	0
WBGene00087586	1	WBGene00087586	0	WBGene00087586	0	WBGene00087586	0
WBGene00087587	0	WBGene00087587	0	WBGene00087587	0	WBGene00087587	0
WBGene00087588	0	WBGene00087588	0	WBGene00087588	0	WBGene00087588	0
WBGene00087589	0	WBGene00087589	0	WBGene00087589	0	WBGene00087589	0
WBGene00087590	0	WBGene00087590	0	WBGene00087590	0	WBGene00087590	0
WBGene00087591	27	WBGene00087591	3	WBGene00087591	7	WBGene00087591	2
WBGene00087592	0	WBGene00087592	0	WBGene00087592	0	WBGene00087592	0
WBGene00087593	0	WBGene00087593	0	WBGene00087593	0	WBGene00087593	0
WBGene00087594	3	WBGene00087594	0	WBGene00087594	0	WBGene00087594	0
WBGene00087595	10	WBGene00087595	5	WBGene00087595	0	WBGene00087595	0
WBGene00087596	69	WBGene00087596	9	WBGene00087596	24	WBGene00087596	1
WBGene00087597	59	WBGene00087597	18	WBGene00087597	25	WBGene00087597	7
WBGene00087598	106	WBGene00087598	31	WBGene00087598	32	WBGene00087598	20
WBGene00087599	4	WBGene00087599	0	WBGene00087599	0	WBGene00087599	0
WBGene00087600	0	WBGene00087600	0	WBGene00087600	0	WBGene00087600	0
WBGene00087601	1	WBGene00087601	0	WBGene00087601	0	WBGene00087601	1
WBGene00087602	11	WBGene00087602	12	WBGene00087602	1	WBGene00087602	0
WBGene00087603	3	WBGene00087603	1	WBGene00087603	0	WBGene00087603	0
WBGene00087604	1	WBGene00087604	1	WBGene00087604	6	WBGene00087604	7
WBGene00087605	53	WBGene00087605	19	WBGene00087605	37	WBGene00087605	21
WBGene00087607	0	WBGene00087607	2	WBGene00087607	26	WBGene00087607	28
WBGene00087608	0	WBGene00087608	0	WBGene00087608	0	WBGene00087608	0
WBGene00087611	0	WBGene00087611	0	WBGene00087611	0	WBGene00087611	0
WBGene00087612	6	WBGene00087612	5	WBGene00087612	0	WBGene00087612	0
WBGene00087614	0	WBGene00087614	0	WBGene00087614	0	WBGene00087614	0
WBGene00087616	0	WBGene00087616	0	WBGene00087616	1	WBGene00087616	0
WBGene00087617	15	WBGene00087617	3	WBGene00087617	12	WBGene00087617	0
WBGene00087618	1	WBGene00087618	0	WBGene00087618	0	WBGene00087618	0
WBGene00087619	0	WBGene00087619	0	WBGene00087619	1	WBGene00087619	0
WBGene00087620	0	WBGene00087620	0	WBGene00087620	0	WBGene00087620	0
WBGene00087621	2	WBGene00087621	83	WBGene00087621	7	WBGene00087621	89
WBGene00087622	15	WBGene00087622	19	WBGene00087622	1	WBGene00087622	1
WBGene00087623	0	WBGene00087623	1	WBGene00087623	0	WBGene00087623	0
WBGene00087624	2	WBGene00087624	0	WBGene00087624	0	WBGene00087624	0
WBGene00087625	0	WBGene00087625	0	WBGene00087625	0	WBGene00087625	0
WBGene00087626	0	WBGene00087626	0	WBGene00087626	0	WBGene00087626	0
WBGene00087627	43	WBGene00087627	46	WBGene00087627	6	WBGene00087627	11
WBGene00087628	15	WBGene00087628	15	WBGene00087628	29	WBGene00087628	26
WBGene00087629	1	WBGene00087629	0	WBGene00087629	0	WBGene00087629	0
WBGene00087630	4	WBGene00087630	1	WBGene00087630	10	WBGene00087630	2
WBGene00087632	1072	WBGene00087632	716	WBGene00087632	1394	WBGene00087632	945
WBGene00087633	59	WBGene00087633	28	WBGene00087633	13	WBGene00087633	10
WBGene00087634	0	WBGene00087634	0	WBGene00087634	0	WBGene00087634	0
WBGene00087635	79	WBGene00087635	37	WBGene00087635	89	WBGene00087635	35
WBGene00087636	2	WBGene00087636	1	WBGene00087636	1	WBGene00087636	0
